  Tick   ID   Location   Memory   Time Left     Status  Wasted
     6   18         -1       57           6    WAITING       -
     6   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
     7    0          4       54           4    RUNNING      10
     7    1          0       25           6      READY       7
     7    2          7       57           4    RUNNING       7
     7    3          1       21           7      READY      27
     7    4          5       42           5    RUNNING       6
     7    5         -1       64           7    WAITING       -
     7    6          8       40           5      READY       8
     7    7         -1       38          10    WAITING       -
     7    8          2       22           1      READY       2
     7    9          6       19           4    RUNNING      13
     7   10         -1       31           0   FINISHED       -
     7   11          9       23           7      READY       9
     7   12         -1       44           4    WAITING       -
     7   13         -1       38           4    WAITING       -
     7   14         -1       46           9    WAITING       -
     7   15         -1       38           3    WAITING       -
     7   16         -1       22           4    WAITING       -
     7   17         -1       37           9    WAITING       -
     7   18         -1       57           6    WAITING       -
     7   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
     8    0          4       54           4      READY      10
     8    1          0       25           5    RUNNING       7
     8    2          7       57           4      READY       7
     8    3          1       21           6    RUNNING      27
     8    4          5       42           5      READY       6
     8    5         -1       64           7    WAITING       -
     8    6          8       40           4    RUNNING       8
     8    7         -1       38          10    WAITING       -
     8    8          2       22           1      READY       2
     8    9          6       19           4      READY      13
     8   10         -1       31           0   FINISHED       -
     8   11          9       23           6    RUNNING       9
     8   12         -1       44           4    WAITING       -
     8   13         -1       38           4    WAITING       -
     8   14         -1       46           9    WAITING       -
     8   15         -1       38           3    WAITING       -
     8   16         -1       22           4    WAITING       -
     8   17         -1       37           9    WAITING       -
     8   18         -1       57           6    WAITING       -
     8   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
     9    0          4       54           3    RUNNING      10
     9    1          0       25           5      READY       7
     9    2          7       57           4      READY       7
     9    3          1       21           6      READY      27
     9    4          5       42           4    RUNNING       6
     9    5         -1       64           7    WAITING       -
     9    6          8       40           4      READY       8
     9    7         -1       38          10    WAITING       -
     9    8         -1       22           0   FINISHED       -
     9    9          6       19           3    RUNNING      13
     9   10         -1       31           0   FINISHED       -
     9   11          9       23           6      READY       9
     9   12         -1       44           4    WAITING       -
     9   13         -1       38           4    WAITING       -
     9   14         -1       46           9    WAITING       -
     9   15         -1       38           3    WAITING       -
     9   16          2       22           4      READY       2
     9   17         -1       37           9    WAITING       -
     9   18         -1       57           6    WAITING       -
     9   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    10    0          4       54           3      READY      10
    10    1          0       25           5      READY       7
    10    2          7       57           3    RUNNING       7
    10    3          1       21           6      READY      27
    10    4          5       42           4      READY       6
    10    5         -1       64           7    WAITING       -
    10    6          8       40           3    RUNNING       8
    10    7         -1       38          10    WAITING       -
    10    8         -1       22           0   FINISHED       -
    10    9          6       19           2    RUNNING      13
    10   10         -1       31           0   FINISHED       -
    10   11          9       23           5    RUNNING       9
    10   12         -1       44           4    WAITING       -
    10   13         -1       38           4    WAITING       -
    10   14         -1       46           9    WAITING       -
    10   15         -1       38           3    WAITING       -
    10   16          2       22           4      READY       2
    10   17         -1       37           9    WAITING       -
    10   18         -1       57           6    WAITING       -
    10   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    11    0          4       54           2    RUNNING      10
    11    1          0       25           4    RUNNING       7
    11    2          7       57           3      READY       7
    11    3          1       21           5    RUNNING      27
    11    4          5       42           4      READY       6
    11    5         -1       64           7    WAITING       -
    11    6          8       40           3      READY       8
    11    7         -1       38          10    WAITING       -
    11    8         -1       22           0   FINISHED       -
    11    9          6       19           2      READY      13
    11   10         -1       31           0   FINISHED       -
    11   11          9       23           5      READY       9
    11   12         -1       44           4    WAITING       -
    11   13         -1       38           4    WAITING       -
    11   14         -1       46           9    WAITING       -
    11   15         -1       38           3    WAITING       -
    11   16          2       22           3    RUNNING       2
    11   17         -1       37           9    WAITING       -
    11   18         -1       57           6    WAITING       -
    11   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    12    0          4       54           1    RUNNING      10
    12    1          0       25           4      READY       7
    12    2          7       57           2    RUNNING       7
    12    3          1       21           5      READY      27
    12    4          5       42           3    RUNNING       6
    12    5         -1       64           7    WAITING       -
    12    6          8       40           3      READY       8
    12    7         -1       38          10    WAITING       -
    12    8         -1       22           0   FINISHED       -
    12    9          6       19           1    RUNNING      13
    12   10         -1       31           0   FINISHED       -
    12   11          9       23           5      READY       9
    12   12         -1       44           4    WAITING       -
    12   13         -1       38           4    WAITING       -
    12   14         -1       46           9    WAITING       -
    12   15         -1       38           3    WAITING       -
    12   16          2       22           3      READY       2
    12   17         -1       37           9    WAITING       -
    12   18         -1       57           6    WAITING       -
    12   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    13    0          4       54           1      READY      10
    13    1          0       25           3    RUNNING       7
    13    2          7       57           2      READY       7
    13    3          1       21           4    RUNNING      27
    13    4          5       42           3      READY       6
    13    5         -1       64           7    WAITING       -
    13    6          8       40           2    RUNNING       8
    13    7         -1       38          10    WAITING       -
    13    8         -1       22           0   FINISHED       -
    13    9          6       19           1      READY      13
    13   10         -1       31           0   FINISHED       -
    13   11          9       23           4    RUNNING       9
    13   12         -1       44           4    WAITING       -
    13   13         -1       38           4    WAITING       -
    13   14         -1       46           9    WAITING       -
    13   15         -1       38           3    WAITING       -
    13   16          2       22           3      READY       2
    13   17         -1       37           9    WAITING       -
    13   18         -1       57           6    WAITING       -
    13   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    14    0         -1       54           0   FINISHED       -
    14    1          0       25           3      READY       7
    14    2          7       57           2      READY       7
    14    3          1       21           4      READY      27
    14    4          5       42           2    RUNNING       6
    14    5          4       64           7      READY       0
    14    6          8       40           2      READY       8
    14    7         -1       38          10    WAITING       -
    14    8         -1       22           0   FINISHED       -
    14    9         -1       19           0   FINISHED       -
    14   10         -1       31           0   FINISHED       -
    14   11          9       23           4      READY       9
    14   12         -1       44           4    WAITING       -
    14   13         -1       38           4    WAITING       -
    14   14         -1       46           9    WAITING       -
    14   15         -1       38           3    WAITING       -
    14   16          2       22           2    RUNNING       2
    14   17         -1       37           9    WAITING       -
    14   18         -1       57           6    WAITING       -
    14   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    15    0         -1       54           0   FINISHED       -
    15    1          0       25           2    RUNNING       7
    15    2          7       57           1    RUNNING       7
    15    3          1       21           4      READY      27
    15    4          5       42           2      READY       6
    15    5          4       64           7      READY       0
    15    6          8       40           1    RUNNING       8
    15    7         -1       38          10    WAITING       -
    15    8         -1       22           0   FINISHED       -
    15    9         -1       19           0   FINISHED       -
    15   10         -1       31           0   FINISHED       -
    15   11          9       23           3    RUNNING       9
    15   12         -1       44           4    WAITING       -
    15   13         -1       38           4    WAITING       -
    15   14         -1       46           9    WAITING       -
    15   15         -1       38           3    WAITING       -
    15   16          2       22           2      READY       2
    15   17         -1       37           9    WAITING       -
    15   18         -1       57           6    WAITING       -
    15   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    16    0         -1       54           0   FINISHED       -
    16    1          0       25           1    RUNNING       7
    16    2          7       57           1      READY       7
    16    3          1       21           3    RUNNING      27
    16    4          5       42           2      READY       6
    16    5          4       64           6    RUNNING       0
    16    6          8       40           1      READY       8
    16    7         -1       38          10    WAITING       -
    16    8         -1       22           0   FINISHED       -
    16    9         -1       19           0   FINISHED       -
    16   10         -1       31           0   FINISHED       -
    16   11          9       23           3      READY       9
    16   12         -1       44           4    WAITING       -
    16   13         -1       38           4    WAITING       -
    16   14         -1       46           9    WAITING       -
    16   15         -1       38           3    WAITING       -
    16   16          2       22           1    RUNNING       2
    16   17         -1       37           9    WAITING       -
    16   18         -1       57           6    WAITING       -
    16   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    17    0         -1       54           0   FINISHED       -
    17    1          0       25           1      READY       7
    17    2         -1       57           0   FINISHED       -
    17    3          1       21           3      READY      27
    17    4          5       42           1    RUNNING       6
    17    5          4       64           5    RUNNING       0
    17    6         -1       40           0   FINISHED       -
    17    7          7       38          10      READY      26
    17    8         -1       22           0   FINISHED       -
    17    9         -1       19           0   FINISHED       -
    17   10         -1       31           0   FINISHED       -
    17   11          9       23           3      READY       9
    17   12          8       44           4      READY       4
    17   13         -1       38           4    WAITING       -
    17   14         -1       46           9    WAITING       -
    17   15         -1       38           3    WAITING       -
    17   16          2       22           1      READY       2
    17   17         -1       37           9    WAITING       -
    17   18         -1       57           6    WAITING       -
    17   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    18    0         -1       54           0   FINISHED       -
    18    1         -1       25           0   FINISHED       -
    18    2         -1       57           0   FINISHED       -
    18    3          1       21           2    RUNNING      27
    18    4          5       42           1      READY       6
    18    5          4       64           5      READY       0
    18    6         -1       40           0   FINISHED       -
    18    7          7       38          10      READY      26
    18    8         -1       22           0   FINISHED       -
    18    9         -1       19           0   FINISHED       -
    18   10         -1       31           0   FINISHED       -
    18   11          9       23           2    RUNNING       9
    18   12          8       44           3    RUNNING       4
    18   13         -1       38           4    WAITING       -
    18   14         -1       46           9    WAITING       -
    18   15         -1       38           3    WAITING       -
    18   16          2       22           1      READY       2
    18   17         -1       37           9    WAITING       -
    18   18         -1       57           6    WAITING       -
    18   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    19    0         -1       54           0   FINISHED       -
    19    1         -1       25           0   FINISHED       -
    19    2         -1       57           0   FINISHED       -
    19    3          1       21           2      READY      27
    19    4         -1       42           0   FINISHED       -
    19    5          4       64           4    RUNNING       0
    19    6         -1       40           0   FINISHED       -
    19    7          7       38           9    RUNNING      26
    19    8         -1       22           0   FINISHED       -
    19    9         -1       19           0   FINISHED       -
    19   10         -1       31           0   FINISHED       -
    19   11          9       23           2      READY       9
    19   12          8       44           3      READY       4
    19   13          5       38           4      READY      10
    19   14         -1       46           9    WAITING       -
    19   15         -1       38           3    WAITING       -
    19   16         -1       22           0   FINISHED       -
    19   17         -1       37           9    WAITING       -
    19   18         -1       57           6    WAITING       -
    19   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    20    0         -1       54           0   FINISHED       -
    20    1         -1       25           0   FINISHED       -
    20    2         -1       57           0   FINISHED       -
    20    3          1       21           1    RUNNING      27
    20    4         -1       42           0   FINISHED       -
    20    5          4       64           4      READY       0
    20    6         -1       40           0   FINISHED       -
    20    7          7       38           8    RUNNING      26
    20    8         -1       22           0   FINISHED       -
    20    9         -1       19           0   FINISHED       -
    20   10         -1       31           0   FINISHED       -
    20   11          9       23           1    RUNNING       9
    20   12          8       44           2    RUNNING       4
    20   13          5       38           4      READY      10
    20   14         -1       46           9    WAITING       -
    20   15         -1       38           3    WAITING       -
    20   16         -1       22           0   FINISHED       -
    20   17         -1       37           9    WAITING       -
    20   18         -1       57           6    WAITING       -
    20   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    21    0         -1       54           0   FINISHED       -
    21    1         -1       25           0   FINISHED       -
    21    2         -1       57           0   FINISHED       -
    21    3         -1       21           0   FINISHED       -
    21    4         -1       42           0   FINISHED       -
    21    5          4       64           3    RUNNING       0
    21    6         -1       40           0   FINISHED       -
    21    7          7       38           7    RUNNING      26
    21    8         -1       22           0   FINISHED       -
    21    9         -1       19           0   FINISHED       -
    21   10         -1       31           0   FINISHED       -
    21   11          9       23           1      READY       9
    21   12          8       44           2      READY       4
    21   13          5       38           3    RUNNING      10
    21   14          1       46           9      READY       2
    21   15         -1       38           3    WAITING       -
    21   16         -1       22           0   FINISHED       -
    21   17         -1       37           9    WAITING       -
    21   18         -1       57           6    WAITING       -
    21   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    22    0         -1       54           0   FINISHED       -
    22    1         -1       25           0   FINISHED       -
    22    2         -1       57           0   FINISHED       -
    22    3         -1       21           0   FINISHED       -
    22    4         -1       42           0   FINISHED       -
    22    5          4       64           2    RUNNING       0
    22    6         -1       40           0   FINISHED       -
    22    7          7       38           6    RUNNING      26
    22    8         -1       22           0   FINISHED       -
    22    9         -1       19           0   FINISHED       -
    22   10         -1       31           0   FINISHED       -
    22   11          9       23           1      READY       9
    22   12          8       44           1    RUNNING       4
    22   13          5       38           2    RUNNING      10
    22   14          1       46           9      READY       2
    22   15         -1       38           3    WAITING       -
    22   16         -1       22           0   FINISHED       -
    22   17         -1       37           9    WAITING       -
    22   18         -1       57           6    WAITING       -
    22   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    23    0         -1       54           0   FINISHED       -
    23    1         -1       25           0   FINISHED       -
    23    2         -1       57           0   FINISHED       -
    23    3         -1       21           0   FINISHED       -
    23    4         -1       42           0   FINISHED       -
    23    5          4       64           1    RUNNING       0
    23    6         -1       40           0   FINISHED       -
    23    7          7       38           6      READY      26
    23    8         -1       22           0   FINISHED       -
    23    9         -1       19           0   FINISHED       -
    23   10         -1       31           0   FINISHED       -
    23   11         -1       23           0   FINISHED       -
    23   12         -1       44           0   FINISHED       -
    23   13          5       38           2      READY      10
    23   14          1       46           8    RUNNING       2
    23   15          8       38           3      READY      10
    23   16         -1       22           0   FINISHED       -
    23   17         -1       37           9    WAITING       -
    23   18         -1       57           6    WAITING       -
    23   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    24    0         -1       54           0   FINISHED       -
    24    1         -1       25           0   FINISHED       -
    24    2         -1       57           0   FINISHED       -
    24    3         -1       21           0   FINISHED       -
    24    4         -1       42           0   FINISHED       -
    24    5         -1       64           0   FINISHED       -
    24    6         -1       40           0   FINISHED       -
    24    7          7       38           5    RUNNING      26
    24    8         -1       22           0   FINISHED       -
    24    9         -1       19           0   FINISHED       -
    24   10         -1       31           0   FINISHED       -
    24   11         -1       23           0   FINISHED       -
    24   12         -1       44           0   FINISHED       -
    24   13          5       38           1    RUNNING      10
    24   14          1       46           8      READY       2
    24   15          8       38           2    RUNNING      10
    24   16         -1       22           0   FINISHED       -
    24   17          4       37           9      READY      27
    24   18         -1       57           6    WAITING       -
    24   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    25    0         -1       54           0   FINISHED       -
    25    1         -1       25           0   FINISHED       -
    25    2         -1       57           0   FINISHED       -
    25    3         -1       21           0   FINISHED       -
    25    4         -1       42           0   FINISHED       -
    25    5         -1       64           0   FINISHED       -
    25    6         -1       40           0   FINISHED       -
    25    7          7       38           4    RUNNING      26
    25    8         -1       22           0   FINISHED       -
    25    9         -1       19           0   FINISHED       -
    25   10         -1       31           0   FINISHED       -
    25   11         -1       23           0   FINISHED       -
    25   12         -1       44           0   FINISHED       -
    25   13          5       38           1      READY      10
    25   14          1       46           7    RUNNING       2
    25   15          8       38           1    RUNNING      10
    25   16         -1       22           0   FINISHED       -
    25   17          4       37           8    RUNNING      27
    25   18         -1       57           6    WAITING       -
    25   19         -1       33           2    WAITING       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    26    0         -1       54           0   FINISHED       -
    26    1         -1       25           0   FINISHED       -
    26    2         -1       57           0   FINISHED       -
    26    3         -1       21           0   FINISHED       -
    26    4         -1       42           0   FINISHED       -
    26    5         -1       64           0   FINISHED       -
    26    6         -1       40           0   FINISHED       -
    26    7          7       38           3    RUNNING      26
    26    8         -1       22           0   FINISHED       -
    26    9         -1       19           0   FINISHED       -
    26   10         -1       31           0   FINISHED       -
    26   11         -1       23           0   FINISHED       -
    26   12         -1       44           0   FINISHED       -
    26   13         -1       38           0   FINISHED       -
    26   14          1       46           6    RUNNING       2
    26   15          8       38           1      READY      10
    26   16         -1       22           0   FINISHED       -
    26   17          4       37           7    RUNNING      27
    26   18         -1       57           6    WAITING       -
    26   19          5       33           2      READY      15

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    27    0         -1       54           0   FINISHED       -
    27    1         -1       25           0   FINISHED       -
    27    2         -1       57           0   FINISHED       -
    27    3         -1       21           0   FINISHED       -
    27    4         -1       42           0   FINISHED       -
    27    5         -1       64           0   FINISHED       -
    27    6         -1       40           0   FINISHED       -
    27    7          7       38           2    RUNNING      26
    27    8         -1       22           0   FINISHED       -
    27    9         -1       19           0   FINISHED       -
    27   10         -1       31           0   FINISHED       -
    27   11         -1       23           0   FINISHED       -
    27   12         -1       44           0   FINISHED       -
    27   13         -1       38           0   FINISHED       -
    27   14          1       46           6      READY       2
    27   15         -1       38           0   FINISHED       -
    27   16         -1       22           0   FINISHED       -
    27   17          4       37           6    RUNNING      27
    27   18         -1       57           6    WAITING       -
    27   19          5       33           1    RUNNING      15

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    28    0         -1       54           0   FINISHED       -
    28    1         -1       25           0   FINISHED       -
    28    2         -1       57           0   FINISHED       -
    28    3         -1       21           0   FINISHED       -
    28    4         -1       42           0   FINISHED       -
    28    5         -1       64           0   FINISHED       -
    28    6         -1       40           0   FINISHED       -
    28    7          7       38           1    RUNNING      26
    28    8         -1       22           0   FINISHED       -
    28    9         -1       19           0   FINISHED       -
    28   10         -1       31           0   FINISHED       -
    28   11         -1       23           0   FINISHED       -
    28   12         -1       44           0   FINISHED       -
    28   13         -1       38           0   FINISHED       -
    28   14          1       46           5    RUNNING       2
    28   15         -1       38           0   FINISHED       -
    28   16         -1       22           0   FINISHED       -
    28   17          4       37           5    RUNNING      27
    28   18         -1       57           6    WAITING       -
    28   19         -1       33           0   FINISHED       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    29    0         -1       54           0   FINISHED       -
    29    1         -1       25           0   FINISHED       -
    29    2         -1       57           0   FINISHED       -
    29    3         -1       21           0   FINISHED       -
    29    4         -1       42           0   FINISHED       -
    29    5         -1       64           0   FINISHED       -
    29    6         -1       40           0   FINISHED       -
    29    7         -1       38           0   FINISHED       -
    29    8         -1       22           0   FINISHED       -
    29    9         -1       19           0   FINISHED       -
    29   10         -1       31           0   FINISHED       -
    29   11         -1       23           0   FINISHED       -
    29   12         -1       44           0   FINISHED       -
    29   13         -1       38           0   FINISHED       -
    29   14          1       46           4    RUNNING       2
    29   15         -1       38           0   FINISHED       -
    29   16         -1       22           0   FINISHED       -
    29   17          4       37           4    RUNNING      27
    29   18          7       57           6      READY       7
    29   19         -1       33           0   FINISHED       -

  Tick   ID   Location   Memory   Time Left     Status  Wasted
    30    0         -1       54           0   FINISHED       -
    30    1         -1       25           0   FINISHED       -
    30    2         -1       57           0   FINISHED       -
    30    3         -1       21           0   FINISHED       -
    30    4         -1       42           0   FINISHED       -
    30    5         -1       64           0   FINISHED       -
    30    6         -1       40           0   FINISHED       -
    30    7         -1       38           0   FINISHED       -
    30    8         -1       22           0   FINISHED       -
    30    9         -1       19           0   FINISHED       -
    30   10         -1       31           0   FINISHED       -
    30   11         -1       23           0   FINISHED       -
    30   12         -1       44           0   FINISHED       -
    30   13         -1       38           0   FINISHED       -
    30   14          1       46           3    RUNNING       2
    30   15         -1       38           0   FINISHED       -
    30   16         -1       22           0   FINISHED       -
    30   17          4       37           3    RUNNING      27
    30   18          7       57           5    RUNNING       7
    30   19         -1       33           0   FINISHED       -

